destino,aerolinea,horaPrevista,horaSalida,temperatura,presion,velocidadViento,direccionViento,visibilidad,tipoNubosidad,alturaNubosidad,retrasado
Moscow,Aeroflot,00:10,00:12,11,1013,11,S,10000,Parcialmente nublado,2286,Si
Moscow,Aeromexico,00:10,00:12,11,1013,11,S,10000,Parcialmente nublado,2286,Si
Moscow,Air Europa,00:10,00:12,11,1013,11,S,10000,Parcialmente nublado,2286,Si
Lima,LAN Peru,00:40,00:44,12,1013,13,SO,10000,Parcialmente nublado,1219,Si
Lima,Iberia,00:40,00:44,12,1013,13,SO,10000,Parcialmente nublado,1219,Si
Lima,LAN Airlines,00:40,00:44,12,1013,13,SO,10000,Parcialmente nublado,1219,Si
Lima,Iberia,01:00,00:58,11,1013,14,SO,10000,Mayormente nublado,1372,No
Lima,British Airways,01:00,00:58,11,1013,14,SO,10000,Mayormente nublado,1372,No
Lima,LAN Airlines,01:00,00:58,11,1013,14,SO,10000,Mayormente nublado,1372,No
Lima,El Al,01:00,00:58,11,1013,14,SO,10000,Mayormente nublado,1372,No
Lima,Qatar Airways,01:00,00:58,11,1013,14,SO,10000,Mayormente nublado,1372,No
San Pedro Sula,Air Europa,01:35,02:05,11,1012,9,SO,10000,Mayormente nublado,2316,Si
Kiev,Ukraine Int. Airlines,02:25,02:25,11,1012,9,S,10000,Mayormente nublado,2134,No
Porto,White,05:45,05:44,11,1010,24,SO,10000,Parcialmente nublado,1981,No
Porto,El Al,05:45,05:44,11,1010,24,SO,10000,Parcialmente nublado,1981,No
Porto,TAP Portugal,05:45,05:44,11,1010,24,SO,10000,Parcialmente nublado,1981,No
Rome,Alitalia,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,China Southern Airlines,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Etihad Airways,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Bulgaria Air,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Hainan Airlines,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Uzbekistan Airways,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,AirSERBIA,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Kenya Airways,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,MEA,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Rome,Air Europa,05:50,06:07,11,1010,24,SO,10000,Parcialmente nublado,1981,Si
Amsterdam,KLM,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,China Airlines,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,Delta Air Lines,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,Etihad Airways,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,GOL Transportes Aeros,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,Kenya Airways,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,Xiamen Airlines,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,China Eastern Airlines,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Amsterdam,Ukraine Int. Airlines,06:00,06:12,12,1010,20,SO,10000,Mayormente nublado,1676,Si
London,Ryanair,06:10,06:19,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,Lufthansa,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,Air Canada,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,Austrian Airlines,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,Singapore Airlines,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,United Airlines,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Frankfurt,Oman Air,06:10,06:20,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Asturias,Wasaya Airways,06:15,06:10,12,1010,20,SO,10000,Mayormente nublado,1676,No
Asturias,Air Europa,06:15,06:10,12,1010,20,SO,10000,Mayormente nublado,1676,No
Prague,Ryanair,06:15,06:15,12,1010,20,SO,10000,Mayormente nublado,1676,No
Berlin,Ryanair,06:20,06:25,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Seville,Wasaya Airways,06:20,06:21,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Seville,Aeromexico,06:20,06:21,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Seville,Air Europa,06:20,06:21,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Brussels Airlines,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Air Canada,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Etihad Airways,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Hainan Airlines,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Lufthansa,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Thai Airways,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,United Airlines,06:25,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Barcelona,Vueling,06:30,06:30,12,1010,20,SO,10000,Mayormente nublado,1676,No
Barcelona,Iberia,06:30,06:30,12,1010,20,SO,10000,Mayormente nublado,1676,No
Bilbao,Iberia,06:30,06:26,12,1010,20,SO,10000,Mayormente nublado,1676,No
Rome,Ryanair,06:30,06:39,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Brussels,Ryanair,06:35,06:32,12,1010,20,SO,10000,Mayormente nublado,1676,No
Paris,Air France,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,China Southern Airlines,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Delta Air Lines,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,GOL Transportes Aeros,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Atlasjet,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Kenya Airways,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Air Mauritius,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,China Eastern Airlines,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Singapore Airlines,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Air Europa,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Paris,Vietnam Airlines,06:40,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Las Palmas,Ryanair,06:40,06:42,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Tenerife,Ryanair,06:45,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,No
London,Iberia,06:50,06:46,12,1010,20,SO,10000,Mayormente nublado,1676,No
London,American Airlines,06:50,06:46,12,1010,20,SO,10000,Mayormente nublado,1676,No
London,British Airways,06:50,06:46,12,1010,20,SO,10000,Mayormente nublado,1676,No
London,Japan Airlines,06:50,06:46,12,1010,20,SO,10000,Mayormente nublado,1676,No
Alicante,Wasaya Airways,06:50,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,No
Alicante,Aeromexico,06:50,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,No
Alicante,Air Europa,06:50,06:45,12,1010,20,SO,10000,Mayormente nublado,1676,No
Valencia,Wasaya Airways,06:50,06:52,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Valencia,Aeromexico,06:50,06:52,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Valencia,Air Europa,06:50,06:52,12,1010,20,SO,10000,Mayormente nublado,1676,Si
Badajoz,Air Nostrum,07:00,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Badajoz,Iberia,07:00,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Las Palmas,Air Europa,07:00,06:58,12,1010,20,SO,10000,Mayormente nublado,1524,No
Las Palmas,Aeromexico,07:00,06:58,12,1010,20,SO,10000,Mayormente nublado,1524,No
Las Palmas,Aerolineas Argentinas,07:00,06:58,12,1010,20,SO,10000,Mayormente nublado,1524,No
Lanzarote,Ryanair,07:00,07:00,12,1010,20,SO,10000,Mayormente nublado,1524,No
Barcelona,Iberia,07:00,06:56,12,1010,20,SO,10000,Mayormente nublado,1524,No
Rome,Air Europa,07:00,06:59,12,1010,20,SO,10000,Mayormente nublado,1524,No
Rome,Aeromexico,07:00,06:59,12,1010,20,SO,10000,Mayormente nublado,1524,No
Rome,Alitalia,07:00,06:59,12,1010,20,SO,10000,Mayormente nublado,1524,No
Rome,MEA,07:00,06:59,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,Wasaya Airways,07:05,07:02,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,Aeromexico,07:05,07:02,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,Air Europa,07:05,07:02,12,1010,20,SO,10000,Mayormente nublado,1524,No
Tenerife,Air Europa,07:05,07:12,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Tenerife,KLM,07:05,07:12,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Ibiza,Ryanair,07:10,07:06,12,1010,20,SO,10000,Mayormente nublado,1524,No
Jerez,Air Nostrum,07:10,07:12,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Jerez,American Airlines,07:10,07:12,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Jerez,Iberia,07:10,07:12,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Munich,Air Europa,07:10,08:03,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Munich,Aeromexico,07:10,08:03,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Munich,Etihad Airways,07:10,08:03,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Amsterdam,Air Europa,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,Aeromexico,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,China Airlines,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,Delta Air Lines,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,Garuda Indonesia,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,KLM,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Amsterdam,Xiamen Airlines,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Paris,Air Europa,07:15,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Paris,Air France,07:15,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Paris,Aeromexico,07:15,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Paris,Delta Air Lines,07:15,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Paris,China Eastern Airlines,07:15,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Bordeaux,Air Nostrum,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Bordeaux,American Airlines,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Bordeaux,Iberia,07:15,07:15,12,1010,20,SO,10000,Mayormente nublado,1524,No
Toulouse,Air Nostrum,07:20,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,No
Toulouse,Iberia,07:20,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,Iberia Express,07:25,07:24,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,American Airlines,07:25,07:24,12,1010,20,SO,10000,Mayormente nublado,1524,No
Malaga,Iberia,07:25,07:24,12,1010,20,SO,10000,Mayormente nublado,1524,No
Santiago,Iberia Express,07:25,07:22,12,1010,20,SO,10000,Mayormente nublado,1524,No
Santiago,American Airlines,07:25,07:22,12,1010,20,SO,10000,Mayormente nublado,1524,No
Vigo,Iberia,07:25,07:23,12,1010,20,SO,10000,Mayormente nublado,1524,No
Vigo,American Airlines,07:25,07:23,12,1010,20,SO,10000,Mayormente nublado,1524,No
Vigo,Avianca,07:25,07:23,12,1010,20,SO,10000,Mayormente nublado,1524,No
Lisbon,TAP Express,07:25,07:27,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,Azul Brazilian Airlines,07:25,07:27,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,Azores Airlines,07:25,07:27,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,United Airlines,07:25,07:27,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,TAP Portugal,07:25,07:27,12,1010,20,SO,10000,Mayormente nublado,1524,Si
A Coruna,Iberia,07:25,07:28,12,1010,20,SO,10000,Mayormente nublado,1524,Si
A Coruna,American Airlines,07:25,07:28,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,Iberia,07:25,07:36,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,American Airlines,07:25,07:36,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,LAN Airlines,07:25,07:36,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Lisbon,Qatar Airways,07:25,07:36,12,1010,20,SO,10000,Mayormente nublado,1524,Si
Palma de Mallorca,Iberia Express,07:25,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,No
Palma de Mallorca,Iberia,07:25,07:20,12,1010,20,SO,10000,Mayormente nublado,1524,No
London,EasyJet,07:30,07:30,12,1010,18,SO,10000,Mayormente nublado,1524,No
Barcelona,Air Europa,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Aeromexico,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Aerolineas Argentinas,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Delta Air Lines,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Ethiopian Airlines,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Aeroflot,07:30,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Iberia,07:30,07:37,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Avianca,07:30,07:37,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Munich,Lufthansa,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Munich,Air Canada,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Munich,Air China,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Munich,Austrian Airlines,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Munich,SAS,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Munich,Singapore Airlines,07:30,,12,1010,18,SO,10000,Mayormente nublado,1524,No
Milan,Air Europa,07:30,07:38,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Milan,Aeromexico,07:30,07:38,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Milan,Alitalia,07:30,07:38,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Milan,MEA,07:30,07:38,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Asturias,Iberia,07:35,07:33,12,1010,18,SO,10000,Mayormente nublado,1524,No
Asturias,American Airlines,07:35,07:33,12,1010,18,SO,10000,Mayormente nublado,1524,No
Asturias,Avianca,07:35,07:33,12,1010,18,SO,10000,Mayormente nublado,1524,No
Tenerife,Iberia Express,07:35,07:37,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Tenerife,Iberia,07:35,07:37,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Porto,Iberia,07:35,07:35,12,1010,18,SO,10000,Mayormente nublado,1524,No
Porto,American Airlines,07:35,07:35,12,1010,18,SO,10000,Mayormente nublado,1524,No
Seville,Iberia Express,07:40,07:39,12,1010,18,SO,10000,Mayormente nublado,1524,No
Seville,Iberia,07:40,07:39,12,1010,18,SO,10000,Mayormente nublado,1524,No
Santander,Iberia,07:40,07:39,12,1010,18,SO,10000,Mayormente nublado,1524,No
Santander,American Airlines,07:40,07:39,12,1010,18,SO,10000,Mayormente nublado,1524,No
Bilbao,Iberia,07:40,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,No
Bilbao,American Airlines,07:40,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,No
Bilbao,Avianca,07:40,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,No
Bilbao,LAN Airlines,07:40,07:40,12,1010,18,SO,10000,Mayormente nublado,1524,No
Paris,Iberia,07:40,07:41,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Paris,American Airlines,07:40,07:41,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Paris,Avianca,07:40,07:41,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Vueling,07:45,07:45,12,1010,18,SO,10000,Mayormente nublado,1524,No
Barcelona,Iberia,07:45,07:45,12,1010,18,SO,10000,Mayormente nublado,1524,No
Barcelona,LAN Airlines,07:45,07:45,12,1010,18,SO,10000,Mayormente nublado,1524,No
Alicante,Air Nostrum,07:45,08:14,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Alicante,American Airlines,07:45,08:14,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Alicante,Avianca,07:45,08:14,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Alicante,Iberia,07:45,08:14,12,1010,18,SO,10000,Mayormente nublado,1524,Si
London,Air Europa,07:50,07:54,12,1010,18,SO,10000,Mayormente nublado,1524,Si
London,Aeromexico,07:50,07:54,12,1010,18,SO,10000,Mayormente nublado,1524,Si
London,Aerolineas Argentinas,07:50,07:54,12,1010,18,SO,10000,Mayormente nublado,1524,Si
San Sebastian,Air Nostrum,07:55,08:51,12,1010,18,SO,10000,Mayormente nublado,1524,Si
San Sebastian,American Airlines,07:55,08:51,12,1010,18,SO,10000,Mayormente nublado,1524,Si
San Sebastian,Avianca,07:55,08:51,12,1010,18,SO,10000,Mayormente nublado,1524,Si
San Sebastian,Qatar Airways,07:55,08:51,12,1010,18,SO,10000,Mayormente nublado,1524,Si
San Sebastian,Iberia,07:55,08:51,12,1010,18,SO,10000,Mayormente nublado,1524,Si
Barcelona,Iberia,08:00,08:00,11,1010,16,SO,10000,Mayormente nublado,1829,No
Barcelona,American Airlines,08:00,08:00,11,1010,16,SO,10000,Mayormente nublado,1829,No
Barcelona,Avianca,08:00,08:00,11,1010,16,SO,10000,Mayormente nublado,1829,No
Valencia,Air Nostrum,08:00,08:05,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Valencia,American Airlines,08:00,08:05,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Valencia,Avianca,08:00,08:05,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Valencia,Qatar Airways,08:00,08:05,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Valencia,Iberia,08:00,08:05,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Bogota,Avianca,08:05,08:04,11,1010,16,SO,10000,Mayormente nublado,1829,No
Bogota,Air China,08:05,08:04,11,1010,16,SO,10000,Mayormente nublado,1829,No
Bogota,Turkish Airlines,08:05,08:04,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,Lufthansa,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,Air Canada,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,Avianca,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,Air China,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,Austrian Airlines,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,SAS,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Frankfurt,United Airlines,08:10,,11,1010,16,SO,10000,Mayormente nublado,1829,No
Granada,Air Nostrum,08:10,08:13,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Granada,American Airlines,08:10,08:13,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Granada,Qatar Airways,08:10,08:13,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Granada,Iberia,08:10,08:13,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Pamplona,Air Nostrum,08:15,08:12,11,1010,16,SO,10000,Mayormente nublado,1829,No
Pamplona,American Airlines,08:15,08:12,11,1010,16,SO,10000,Mayormente nublado,1829,No
Pamplona,Avianca,08:15,08:12,11,1010,16,SO,10000,Mayormente nublado,1829,No
Pamplona,Qatar Airways,08:15,08:12,11,1010,16,SO,10000,Mayormente nublado,1829,No
Pamplona,Iberia,08:15,08:12,11,1010,16,SO,10000,Mayormente nublado,1829,No
London,Iberia,08:15,08:16,11,1010,16,SO,10000,Mayormente nublado,1829,Si
London,American Airlines,08:15,08:16,11,1010,16,SO,10000,Mayormente nublado,1829,Si
London,British Airways,08:15,08:16,11,1010,16,SO,10000,Mayormente nublado,1829,Si
London,LAN Airlines,08:15,08:16,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Doha,Qatar Airways,08:20,08:37,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Doha,Iberia,08:20,08:37,11,1010,16,SO,10000,Mayormente nublado,1829,Si
Ibiza,Air Nostrum,08:25,08:23,11,1010,16,SO,10000,Mayormente nublado,1829,No
Ibiza,American Airlines,08:25,08:23,11,1010,16,SO,10000,Mayormente nublado,1829,No
Ibiza,Qatar Airways,08:25,08:23,11,1010,16,SO,10000,Mayormente nublado,1829,No
Ibiza,Iberia,08:25,08:23,11,1010,16,SO,10000,Mayormente nublado,1829,No
Barcelona,Iberia,08:30,08:23,11,1010,16,SO,10000,Mayormente despejado,1219,No
Barcelona,Avianca,08:30,08:23,11,1010,16,SO,10000,Mayormente despejado,1219,No
Sao Paulo,Air China,08:30,08:29,11,1010,16,SO,10000,Mayormente despejado,1219,No
Vienna,Iberia,08:40,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Vienna,American Airlines,08:40,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Berlin,Iberia Express,08:40,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Berlin,American Airlines,08:40,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Berlin,Iberia,08:40,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Rome,Iberia,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Rome,American Airlines,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Rome,LAN Airlines,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Ryanair,08:40,08:52,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Las Palmas,Iberia Express,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Las Palmas,American Airlines,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Las Palmas,Iberia,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Las Palmas,Binter Canarias,08:40,08:44,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Tenerife,Iberia Express,08:40,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Tenerife,Iberia,08:40,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Dusseldorf,Iberia,08:40,08:39,11,1010,16,SO,10000,Mayormente despejado,1219,No
Dusseldorf,American Airlines,08:40,08:39,11,1010,16,SO,10000,Mayormente despejado,1219,No
Brussels,Iberia,08:45,08:48,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Brussels,American Airlines,08:45,08:48,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Brussels,Finnair,08:45,08:48,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Brussels,Air Baltic,08:45,08:48,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Brussels,LAN Airlines,08:45,08:48,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Nice,Iberia Express,08:45,08:39,11,1010,16,SO,10000,Mayormente despejado,1219,No
Nice,Iberia,08:45,08:39,11,1010,16,SO,10000,Mayormente despejado,1219,No
Amsterdam,Iberia Express,08:45,08:43,11,1010,16,SO,10000,Mayormente despejado,1219,No
Amsterdam,Iberia,08:45,08:43,11,1010,16,SO,10000,Mayormente despejado,1219,No
Munich,Iberia,08:45,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Munich,American Airlines,08:45,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Munich,Air Baltic,08:45,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Frankfurt,Air Nostrum,08:45,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Frankfurt,American Airlines,08:45,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Frankfurt,Air Baltic,08:45,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Frankfurt,Iberia,08:45,08:40,11,1010,16,SO,10000,Mayormente despejado,1219,No
Milan,Iberia,08:50,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Milan,American Airlines,08:50,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Zurich,Iberia,08:50,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Zurich,American Airlines,08:50,08:45,11,1010,16,SO,10000,Mayormente despejado,1219,No
Las Palmas,Norwegian Air International,08:50,08:55,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Naples,Iberia Express,08:50,08:50,11,1010,16,SO,10000,Mayormente despejado,1219,No
Naples,American Airlines,08:50,08:50,11,1010,16,SO,10000,Mayormente despejado,1219,No
Naples,Iberia,08:50,08:50,11,1010,16,SO,10000,Mayormente despejado,1219,No
Hamburg,Iberia,08:50,08:50,11,1010,16,SO,10000,Mayormente despejado,1219,No
London,Iberia Express,08:50,08:51,11,1010,16,SO,10000,Mayormente despejado,1219,Si
London,British Airways,08:50,08:51,11,1010,16,SO,10000,Mayormente despejado,1219,Si
London,Iberia,08:50,08:51,11,1010,16,SO,10000,Mayormente despejado,1219,Si
Santiago,Ryanair,09:00,08:58,12,1011,13,O,10000,Mayormente despejado,1524,No
London,Iberia,09:00,09:00,12,1011,13,O,10000,Mayormente despejado,1524,No
London,American Airlines,09:00,09:00,12,1011,13,O,10000,Mayormente despejado,1524,No
London,British Airways,09:00,09:00,12,1011,13,O,10000,Mayormente despejado,1524,No
London,Japan Airlines,09:00,09:00,12,1011,13,O,10000,Mayormente despejado,1524,No
Turin,Air Nostrum,09:05,09:05,12,1011,13,O,10000,Mayormente despejado,1524,No
Turin,American Airlines,09:05,09:05,12,1011,13,O,10000,Mayormente despejado,1524,No
Turin,Iberia,09:05,09:05,12,1011,13,O,10000,Mayormente despejado,1524,No
Tel Aviv,Air Europa,09:05,09:05,12,1011,13,O,10000,Mayormente despejado,1524,No
Barcelona,Vueling,09:05,09:06,12,1011,13,O,10000,Mayormente despejado,1524,Si
Barcelona,Iberia,09:05,09:06,12,1011,13,O,10000,Mayormente despejado,1524,Si
Almeria,Air Nostrum,09:10,09:07,12,1011,13,O,10000,Mayormente despejado,1524,No
Almeria,American Airlines,09:10,09:07,12,1011,13,O,10000,Mayormente despejado,1524,No
