destino,aerolinea,horaPrevista,horaSalida,temperatura,presion,velocidadViento,direccionViento,visibilidad,tipoNubosidad,alturaNubosidad
Geneva,Iberia,20:20,20:21,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Geneva,Japan Airlines,20:20,20:21,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Geneva,LAN Airlines,20:20,20:21,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Amsterdam,KLM,20:25,20:30,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Amsterdam,Aerolineas Argentinas,20:25,20:30,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Amsterdam,GOL Transportes Aeros,20:25,20:30,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Amsterdam,Xiamen Airlines,20:25,20:30,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Amsterdam,Air Europa,20:25,20:30,12,1013,22,SO,10000,Cielo y visibilidad bien,0
Barcelona,Air Europa,20:30,20:24,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Barcelona,Aerolineas Argentinas,20:30,20:24,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Barcelona,Korean Air,20:30,20:24,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Barcelona,Aeroflot,20:30,20:24,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Milan,Alitalia CityLiner,20:30,20:40,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Milan,Alitalia,20:30,20:40,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Luxembourg,Luxair,20:30,20:56,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Almeria,Air Nostrum,20:40,20:32,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Almeria,Qatar Airways,20:40,20:32,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Almeria,Iberia,20:40,20:32,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Granada,Air Nostrum,20:45,20:41,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Granada,American Airlines,20:45,20:41,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Granada,Qatar Airways,20:45,20:41,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Granada,Iberia,20:45,20:41,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,Iberia Express,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,American Airlines,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,British Airways,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,Iberia,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,Japan Airlines,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,LAN Airlines,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Las Palmas,Qatar Airways,20:50,20:52,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Geneva,Swiss,20:50,21:15,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,Iberia Express,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,British Airways,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,Iberia,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,Japan Airlines,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,LAN Airlines,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Tenerife,Qatar Airways,20:55,20:54,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Venice,Iberia,20:55,20:50,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Venice,Japan Airlines,20:55,20:50,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Venice,LAN Airlines,20:55,20:50,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Lanzarote,Iberia Express,20:55,20:50,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Lanzarote,Iberia,20:55,20:50,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Budapest,Wizz Air,20:55,21:56,12,1014,24,SO,10000,Cielo y visibilidad bien,0
Paris,Iberia Express,21:00,21:06,12,1014,27,SO,10000,Mayormente despejado,2286
Paris,Iberia,21:00,21:06,12,1014,27,SO,10000,Mayormente despejado,2286
Barcelona,Iberia,21:00,21:01,12,1014,27,SO,10000,Mayormente despejado,2286
Barcelona,Japan Airlines,21:00,21:01,12,1014,27,SO,10000,Mayormente despejado,2286
Barcelona,LAN Airlines,21:00,21:01,12,1014,27,SO,10000,Mayormente despejado,2286
Logrono,Air Nostrum,21:00,21:06,12,1014,27,SO,10000,Mayormente despejado,2286
Logrono,Iberia,21:00,21:06,12,1014,27,SO,10000,Mayormente despejado,2286
Belgrade,AirSERBIA,21:00,21:54,12,1014,27,SO,10000,Mayormente despejado,2286
Belgrade,Etihad Airways,21:00,21:54,12,1014,27,SO,10000,Mayormente despejado,2286
Belgrade,Air Europa,21:00,21:54,12,1014,27,SO,10000,Mayormente despejado,2286
London,EasyJet,21:05,21:14,12,1014,27,SO,10000,Mayormente despejado,2286
Tangier,Air Arabia Maroc,21:05,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Lisbon,TAP Express,21:10,21:00,12,1014,27,SO,10000,Mayormente despejado,2286
Lisbon,Azul Brazilian Airlines,21:10,21:00,12,1014,27,SO,10000,Mayormente despejado,2286
Lisbon,Air China,21:10,21:00,12,1014,27,SO,10000,Mayormente despejado,2286
Lisbon,Azores Airlines,21:10,21:00,12,1014,27,SO,10000,Mayormente despejado,2286
Lisbon,TAP Portugal,21:10,21:00,12,1014,27,SO,10000,Mayormente despejado,2286
Las Palmas,Ryanair,21:10,21:07,12,1014,27,SO,10000,Mayormente despejado,2286
Bologna,Air Nostrum,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Bologna,Iberia,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Santander,Iberia,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Santander,Finnair,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Santander,British Airways,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
Santander,Qatar Airways,21:15,21:09,12,1014,27,SO,10000,Mayormente despejado,2286
London,British Airways,21:25,21:14,12,1014,27,SO,10000,Mayormente despejado,2286
London,American Airlines,21:25,21:14,12,1014,27,SO,10000,Mayormente despejado,2286
London,Iberia,21:25,21:14,12,1014,27,SO,10000,Mayormente despejado,2286
Nantes,Air Nostrum,21:25,21:32,12,1014,27,SO,10000,Mayormente despejado,2286
Nantes,Iberia,21:25,21:32,12,1014,27,SO,10000,Mayormente despejado,2286
Jerez,Iberia,21:30,21:30,11,1014,22,SO,10000,Mayormente despejado,1829
Jerez,Finnair,21:30,21:30,11,1014,22,SO,10000,Mayormente despejado,1829
Jerez,British Airways,21:30,21:30,11,1014,22,SO,10000,Mayormente despejado,1829
Jerez,Qatar Airways,21:30,21:30,11,1014,22,SO,10000,Mayormente despejado,1829
Marseille,Air Nostrum,21:30,21:20,11,1014,22,SO,10000,Mayormente despejado,1829
Marseille,Iberia,21:30,21:20,11,1014,22,SO,10000,Mayormente despejado,1829
Addis Ababa,Ethiopian Airlines,21:30,21:33,11,1014,22,SO,10000,Mayormente despejado,1829
Addis Ababa,Air Europa,21:30,21:33,11,1014,22,SO,10000,Mayormente despejado,1829
Santa Cruz,Boliviana de Aviacion,21:30,21:35,11,1014,22,SO,10000,Mayormente despejado,1829
Santa Cruz,Iberia,21:30,21:35,11,1014,22,SO,10000,Mayormente despejado,1829
Lyon,Air Nostrum,21:35,21:32,11,1014,22,SO,10000,Mayormente despejado,1829
Lyon,Iberia,21:35,21:32,11,1014,22,SO,10000,Mayormente despejado,1829
Lanzarote,Ryanair,21:35,21:29,11,1014,22,SO,10000,Mayormente despejado,1829
Rome,Iberia,21:35,21:35,11,1014,22,SO,10000,Mayormente despejado,1829
Rome,Japan Airlines,21:35,21:35,11,1014,22,SO,10000,Mayormente despejado,1829
Rome,LAN Airlines,21:35,21:35,11,1014,22,SO,10000,Mayormente despejado,1829
Dubai,Emirates,21:40,21:36,11,1014,22,SO,10000,Mayormente despejado,1829
Dubai,Malaysia Airlines,21:40,21:36,11,1014,22,SO,10000,Mayormente despejado,1829
Dubai,Qantas,21:40,21:36,11,1014,22,SO,10000,Mayormente despejado,1829
Nice,Air Nostrum,21:40,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Nice,Iberia,21:40,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Barcelona,Iberia,21:45,21:45,11,1014,22,SO,10000,Mayormente despejado,1829
Barcelona,LAN Airlines,21:45,21:45,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,Air Europa,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,Air France,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,Aeromexico,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,Aerolineas Argentinas,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,Alitalia,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,AirSERBIA,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Palma de Mallorca,KLM,21:45,21:42,11,1014,22,SO,10000,Mayormente despejado,1829
Asturias,Iberia,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,American Airlines,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,Finnair,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,British Airways,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,Air Baltic,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,Japan Airlines,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,LAN Airlines,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Asturias,Qatar Airways,22:00,21:57,11,1014,20,SO,10000,Mayormente despejado,2286
Palma de Mallorca,Iberia Express,22:10,22:06,11,1014,20,SO,10000,Mayormente despejado,2286
Palma de Mallorca,Iberia,22:10,22:06,11,1014,20,SO,10000,Mayormente despejado,2286
Palma de Mallorca,Qatar Airways,22:10,22:06,11,1014,20,SO,10000,Mayormente despejado,2286
Bucharest,Wizz Air,22:10,22:48,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,Iberia,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,American Airlines,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,Finnair,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,British Airways,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,Air Baltic,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,Japan Airlines,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,LAN Airlines,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
A Coruna,Qatar Airways,22:15,22:11,11,1014,20,SO,10000,Mayormente despejado,2286
Pamplona,Air Nostrum,22:15,22:09,11,1014,20,SO,10000,Mayormente despejado,2286
Pamplona,Finnair,22:15,22:09,11,1014,20,SO,10000,Mayormente despejado,2286
Pamplona,Qatar Airways,22:15,22:09,11,1014,20,SO,10000,Mayormente despejado,2286
Pamplona,Iberia,22:15,22:09,11,1014,20,SO,10000,Mayormente despejado,2286
Vigo,Iberia,22:15,22:14,11,1014,20,SO,10000,Mayormente despejado,2286
Vigo,Finnair,22:15,22:14,11,1014,20,SO,10000,Mayormente despejado,2286
Vigo,British Airways,22:15,22:14,11,1014,20,SO,10000,Mayormente despejado,2286
Vigo,LAN Airlines,22:15,22:14,11,1014,20,SO,10000,Mayormente despejado,2286
Vigo,Qatar Airways,22:15,22:14,11,1014,20,SO,10000,Mayormente despejado,2286
Bilbao,Iberia,22:15,22:27,11,1014,20,SO,10000,Mayormente despejado,2286
Bilbao,Finnair,22:15,22:27,11,1014,20,SO,10000,Mayormente despejado,2286
Bilbao,LAN Airlines,22:15,22:27,11,1014,20,SO,10000,Mayormente despejado,2286
Bilbao,Qatar Airways,22:15,22:27,11,1014,20,SO,10000,Mayormente despejado,2286
Sao Paulo,TAM Linhas Aereas,22:15,22:37,11,1014,20,SO,10000,Mayormente despejado,2286
Sao Paulo,Finnair,22:15,22:37,11,1014,20,SO,10000,Mayormente despejado,2286
Sao Paulo,Air China,22:15,22:37,11,1014,20,SO,10000,Mayormente despejado,2286
Sao Paulo,Iberia,22:15,22:37,11,1014,20,SO,10000,Mayormente despejado,2286
Sao Paulo,LAN Airlines,22:15,22:37,11,1014,20,SO,10000,Mayormente despejado,2286
Doha,Qatar Airways,22:20,22:32,11,1014,20,SO,10000,Mayormente despejado,2286
Doha,Iberia,22:20,22:32,11,1014,20,SO,10000,Mayormente despejado,2286
Toulouse,Air Nostrum,22:25,22:44,11,1014,20,SO,10000,Mayormente despejado,2286
Toulouse,Iberia,22:25,22:44,11,1014,20,SO,10000,Mayormente despejado,2286
Santiago,Iberia Express,22:30,22:28,11,1014,20,SO,10000,Mayormente despejado,1981
Santiago,Iberia,22:30,22:28,11,1014,20,SO,10000,Mayormente despejado,1981
Lisbon,Iberia,22:50,22:47,11,1014,20,SO,10000,Mayormente despejado,1981
Lisbon,American Airlines,22:50,22:47,11,1014,20,SO,10000,Mayormente despejado,1981
Lisbon,Finnair,22:50,22:47,11,1014,20,SO,10000,Mayormente despejado,1981
Lisbon,Qatar Airways,22:50,22:47,11,1014,20,SO,10000,Mayormente despejado,1981
Tel Aviv,El Al,22:55,23:04,11,1014,20,SO,10000,Mayormente despejado,1981
Tel Aviv,Aerolineas Argentinas,22:55,23:04,11,1014,20,SO,10000,Mayormente despejado,1981
Tel Aviv,Iberia,22:55,23:04,11,1014,20,SO,10000,Mayormente despejado,1981
Valencia,Air Nostrum,23:05,23:08,11,1015,20,SO,10000,Parcialmente nublado,1676
Valencia,Finnair,23:05,23:08,11,1015,20,SO,10000,Parcialmente nublado,1676
Valencia,Qatar Airways,23:05,23:08,11,1015,20,SO,10000,Parcialmente nublado,1676
Valencia,Iberia,23:05,23:08,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,Air Europa,23:45,00:32,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,Etihad Airways,23:45,00:32,11,1015,20,SO,10000,Parcialmente nublado,1676
Asuncion,Air Europa,23:45,00:23,11,1015,20,SO,10000,Parcialmente nublado,1676
Asuncion,Aerolineas Argentinas,23:45,00:23,11,1015,20,SO,10000,Parcialmente nublado,1676
Asuncion,Etihad Airways,23:45,00:23,11,1015,20,SO,10000,Parcialmente nublado,1676
Montevideo,Air Europa,23:50,01:04,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,Iberia,23:55,00:14,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,British Airways,23:55,00:14,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,LAN Airlines,23:55,00:14,11,1015,20,SO,10000,Parcialmente nublado,1676
Sao Paulo,El Al,23:55,00:14,11,1015,20,SO,10000,Parcialmente nublado,1676
Montevideo,Iberia,23:55,00:02,11,1015,20,SO,10000,Parcialmente nublado,1676
Montevideo,British Airways,23:55,00:02,11,1015,20,SO,10000,Parcialmente nublado,1676
Montevideo,Qatar Airways,23:55,00:02,11,1015,20,SO,10000,Parcialmente nublado,1676
Mexico City,Iberia,23:55,23:55,11,1015,20,SO,10000,Parcialmente nublado,1676
Mexico City,Finnair,23:55,23:55,11,1015,20,SO,10000,Parcialmente nublado,1676
Mexico City,British Airways,23:55,23:55,11,1015,20,SO,10000,Parcialmente nublado,1676
Mexico City,El Al,23:55,23:55,11,1015,20,SO,10000,Parcialmente nublado,1676
Mexico City,Qatar Airways,23:55,23:55,11,1015,20,SO,10000,Parcialmente nublado,1676
Buenos Aires,Iberia,23:55,00:00,11,1015,20,SO,10000,Parcialmente nublado,1676
Buenos Aires,British Airways,23:55,00:00,11,1015,20,SO,10000,Parcialmente nublado,1676
Buenos Aires,Air Europa,23:55,00:31,11,1015,20,SO,10000,Parcialmente nublado,1676
Buenos Aires,Aerolineas Argentinas,23:55,00:31,11,1015,20,SO,10000,Parcialmente nublado,1676
Buenos Aires,Etihad Airways,23:55,00:31,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,LAN Airlines,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,Finnair,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,Iberia,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,Iberia,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,British Airways,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,LAN Airlines,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Santiago,El Al,23:55,23:56,11,1015,20,SO,10000,Parcialmente nublado,1676
Lima,Air Europa,23:55,23:58,11,1015,20,SO,10000,Parcialmente nublado,1676
Lima,Etihad Airways,23:55,23:58,11,1015,20,SO,10000,Parcialmente nublado,1676
